Time 1: PC=0x085 instruction = 0xE80 (CLA), rA = 0x000, rL = 0
Time 3054: PC=0x01B instruction = 0x318 (TAD I), rA = 0x020, rL = 0
Time 3055: PC=0x01C instruction = 0xF28 (SZA RSS), rA = 0x020, rL = 0
Time 3056: PC=0x01E instruction = 0xC20 (IOT 4), rA = 0x020, rL = 0
Time 3058: PC=0x01F instruction = 0x418 (ISZ), rA = 0x020, rL = 0
Time 3059: PC=0x020 instruction = 0xE80 (CLA), rA = 0x000, rL = 0
Time 3060: PC=0x021 instruction = 0xA1B (JMP), rA = 0x000, rL = 0
Time 3063: PC=0x01B instruction = 0x318 (TAD I), rA = 0x02B, rL = 0
Time 3064: PC=0x01C instruction = 0xF28 (SZA RSS), rA = 0x02B, rL = 0
Time 3065: PC=0x01E instruction = 0xC20 (IOT 4), rA = 0x02B, rL = 0
Time 3067: PC=0x01F instruction = 0x418 (ISZ), rA = 0x02B, rL = 0
Time 3068: PC=0x020 instruction = 0xE80 (CLA), rA = 0x000, rL = 0
Time 3069: PC=0x021 instruction = 0xA1B (JMP), rA = 0x000, rL = 0
Time 3072: PC=0x01B instruction = 0x318 (TAD I), rA = 0x020, rL = 0
Time 3073: PC=0x01C instruction = 0xF28 (SZA RSS), rA = 0x020, rL = 0
Time 3074: PC=0x01E instruction = 0xC20 (IOT 4), rA = 0x020, rL = 0
Time 3076: PC=0x01F instruction = 0x418 (ISZ), rA = 0x020, rL = 0
Time 3077: PC=0x020 instruction = 0xE80 (CLA), rA = 0x000, rL = 0
Time 3078: PC=0x021 instruction = 0xA1B (JMP), rA = 0x000, rL = 0
Time 3081: PC=0x01B instruction = 0x318 (TAD I), rA = 0x000, rL = 0
Time 3082: PC=0x01C instruction = 0xF28 (SZA RSS), rA = 0x000, rL = 0
Time 3084: PC=0x01D instruction = 0xB19 (JMP I), rA = 0x000, rL = 0
Time 3085: PC=0x0AB instruction = 0xA99 (JMP), rA = 0x000, rL = 0
Time 3086: PC=0x099 instruction = 0xEC0 (CLA CLL), rA = 0x000, rL = 0
Time 3089: PC=0x09A instruction = 0x382 (TAD I), rA = 0x083, rL = 0
Time 3091: PC=0x09B instruction = 0x82C (JMS), rA = 0x083, rL = 0
Time 3093: PC=0x02D instruction = 0x629 (DCA), rA = 0x000, rL = 0
Time 3095: PC=0x02E instruction = 0x22B (TAD), rA = 0x00A, rL = 0
Time 3097: PC=0x02F instruction = 0x606 (DCA), rA = 0x000, rL = 0
Time 3099: PC=0x030 instruction = 0x229 (TAD), rA = 0x083, rL = 0
Time 3101: PC=0x031 instruction = 0x807 (JMS), rA = 0x083, rL = 0
Time 3103: PC=0x008 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 3105: PC=0x009 instruction = 0x604 (DCA), rA = 0x000, rL = 0
Time 3107: PC=0x00A instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 3108: PC=0x00B instruction = 0xFA8 (SZA RSS CLA), rA = 0x000, rL = 0
Time 3110: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 3111: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 3113: PC=0x00F instruction = 0x205 (TAD), rA = 0x079, rL = 1
Time 3114: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x079, rL = 1
Time 3116: PC=0x012 instruction = 0x404 (ISZ), rA = 0x079, rL = 1
Time 3118: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 3119: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 3121: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 3122: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 3124: PC=0x00F instruction = 0x205 (TAD), rA = 0x06F, rL = 0
Time 3125: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x06F, rL = 0
Time 3127: PC=0x012 instruction = 0x404 (ISZ), rA = 0x06F, rL = 0
Time 3129: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 3130: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 3132: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 3133: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 3135: PC=0x00F instruction = 0x205 (TAD), rA = 0x065, rL = 1
Time 3136: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x065, rL = 1
Time 3138: PC=0x012 instruction = 0x404 (ISZ), rA = 0x065, rL = 1
Time 3140: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 3141: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 3143: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 3144: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 3146: PC=0x00F instruction = 0x205 (TAD), rA = 0x05B, rL = 0
Time 3147: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x05B, rL = 0
Time 3149: PC=0x012 instruction = 0x404 (ISZ), rA = 0x05B, rL = 0
Time 3151: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 3152: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 3154: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 3155: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 3157: PC=0x00F instruction = 0x205 (TAD), rA = 0x051, rL = 1
Time 3158: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x051, rL = 1
Time 3160: PC=0x012 instruction = 0x404 (ISZ), rA = 0x051, rL = 1
Time 3162: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 3163: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 3165: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 3166: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 3168: PC=0x00F instruction = 0x205 (TAD), rA = 0x047, rL = 0
Time 3169: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x047, rL = 0
Time 3171: PC=0x012 instruction = 0x404 (ISZ), rA = 0x047, rL = 0
Time 3173: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 3174: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 3176: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 3177: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 3179: PC=0x00F instruction = 0x205 (TAD), rA = 0x03D, rL = 1
Time 3180: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x03D, rL = 1
Time 3182: PC=0x012 instruction = 0x404 (ISZ), rA = 0x03D, rL = 1
Time 3184: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 3185: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 3187: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 3188: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 3190: PC=0x00F instruction = 0x205 (TAD), rA = 0x033, rL = 0
Time 3191: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x033, rL = 0
Time 3193: PC=0x012 instruction = 0x404 (ISZ), rA = 0x033, rL = 0
Time 3195: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 3196: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 3198: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 3199: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 3201: PC=0x00F instruction = 0x205 (TAD), rA = 0x029, rL = 1
Time 3202: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x029, rL = 1
Time 3204: PC=0x012 instruction = 0x404 (ISZ), rA = 0x029, rL = 1
Time 3206: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 3207: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 3209: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 3210: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 3212: PC=0x00F instruction = 0x205 (TAD), rA = 0x01F, rL = 0
Time 3213: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x01F, rL = 0
Time 3215: PC=0x012 instruction = 0x404 (ISZ), rA = 0x01F, rL = 0
Time 3217: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 3218: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 3220: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 3221: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 3223: PC=0x00F instruction = 0x205 (TAD), rA = 0x015, rL = 1
Time 3224: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x015, rL = 1
Time 3226: PC=0x012 instruction = 0x404 (ISZ), rA = 0x015, rL = 1
Time 3228: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 3229: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 3231: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 3232: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 3234: PC=0x00F instruction = 0x205 (TAD), rA = 0x00B, rL = 0
Time 3235: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x00B, rL = 0
Time 3237: PC=0x012 instruction = 0x404 (ISZ), rA = 0x00B, rL = 0
Time 3239: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 3240: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 3242: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 3243: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 3245: PC=0x00F instruction = 0x205 (TAD), rA = 0x001, rL = 1
Time 3246: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x001, rL = 1
Time 3248: PC=0x012 instruction = 0x404 (ISZ), rA = 0x001, rL = 1
Time 3250: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 3251: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 3253: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 3254: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 3256: PC=0x00F instruction = 0x205 (TAD), rA = 0xFF7, rL = 1
Time 3257: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0xFF7, rL = 1
Time 3258: PC=0x011 instruction = 0xA15 (JMP), rA = 0xFF7, rL = 1
Time 3259: PC=0x015 instruction = 0xE80 (CLA), rA = 0x000, rL = 1
Time 3261: PC=0x016 instruction = 0x204 (TAD), rA = 0x00D, rL = 1
Time 3263: PC=0x017 instruction = 0xB07 (JMP I), rA = 0x00D, rL = 1
Time 3265: PC=0x032 instruction = 0x629 (DCA), rA = 0x000, rL = 1
Time 3267: PC=0x033 instruction = 0x205 (TAD), rA = 0x001, rL = 1
Time 3270: PC=0x034 instruction = 0x728 (DCA I), rA = 0x000, rL = 1
Time 3272: PC=0x035 instruction = 0x428 (ISZ), rA = 0x000, rL = 1
Time 3274: PC=0x036 instruction = 0x229 (TAD), rA = 0x00D, rL = 1
Time 3275: PC=0x037 instruction = 0xF20 (SZA), rA = 0x00D, rL = 1
Time 3276: PC=0x038 instruction = 0xA31 (JMP), rA = 0x00D, rL = 1
Time 3278: PC=0x031 instruction = 0x807 (JMS), rA = 0x00D, rL = 1
Time 3280: PC=0x008 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 3282: PC=0x009 instruction = 0x604 (DCA), rA = 0x000, rL = 1
Time 3284: PC=0x00A instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 3285: PC=0x00B instruction = 0xFA8 (SZA RSS CLA), rA = 0x000, rL = 1
Time 3287: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 3288: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 3290: PC=0x00F instruction = 0x205 (TAD), rA = 0x003, rL = 0
Time 3291: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x003, rL = 0
Time 3293: PC=0x012 instruction = 0x404 (ISZ), rA = 0x003, rL = 0
Time 3295: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 3296: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 3298: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 3299: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 3301: PC=0x00F instruction = 0x205 (TAD), rA = 0xFF9, rL = 0
Time 3302: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0xFF9, rL = 0
Time 3303: PC=0x011 instruction = 0xA15 (JMP), rA = 0xFF9, rL = 0
Time 3304: PC=0x015 instruction = 0xE80 (CLA), rA = 0x000, rL = 0
Time 3306: PC=0x016 instruction = 0x204 (TAD), rA = 0x001, rL = 0
Time 3308: PC=0x017 instruction = 0xB07 (JMP I), rA = 0x001, rL = 0
Time 3310: PC=0x032 instruction = 0x629 (DCA), rA = 0x000, rL = 0
Time 3312: PC=0x033 instruction = 0x205 (TAD), rA = 0x003, rL = 0
Time 3315: PC=0x034 instruction = 0x728 (DCA I), rA = 0x000, rL = 0
Time 3317: PC=0x035 instruction = 0x428 (ISZ), rA = 0x000, rL = 0
Time 3319: PC=0x036 instruction = 0x229 (TAD), rA = 0x001, rL = 0
Time 3320: PC=0x037 instruction = 0xF20 (SZA), rA = 0x001, rL = 0
Time 3321: PC=0x038 instruction = 0xA31 (JMP), rA = 0x001, rL = 0
Time 3323: PC=0x031 instruction = 0x807 (JMS), rA = 0x001, rL = 0
Time 3325: PC=0x008 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 3327: PC=0x009 instruction = 0x604 (DCA), rA = 0x000, rL = 0
Time 3329: PC=0x00A instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 3330: PC=0x00B instruction = 0xFA8 (SZA RSS CLA), rA = 0x000, rL = 0
Time 3332: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 3333: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 3335: PC=0x00F instruction = 0x205 (TAD), rA = 0xFF7, rL = 0
Time 3336: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0xFF7, rL = 0
Time 3337: PC=0x011 instruction = 0xA15 (JMP), rA = 0xFF7, rL = 0
Time 3338: PC=0x015 instruction = 0xE80 (CLA), rA = 0x000, rL = 0
Time 3340: PC=0x016 instruction = 0x204 (TAD), rA = 0x000, rL = 0
Time 3342: PC=0x017 instruction = 0xB07 (JMP I), rA = 0x000, rL = 0
Time 3344: PC=0x032 instruction = 0x629 (DCA), rA = 0x000, rL = 0
Time 3346: PC=0x033 instruction = 0x205 (TAD), rA = 0x001, rL = 0
Time 3349: PC=0x034 instruction = 0x728 (DCA I), rA = 0x000, rL = 0
Time 3351: PC=0x035 instruction = 0x428 (ISZ), rA = 0x000, rL = 0
Time 3353: PC=0x036 instruction = 0x229 (TAD), rA = 0x000, rL = 0
Time 3354: PC=0x037 instruction = 0xF20 (SZA), rA = 0x000, rL = 0
Time 3355: PC=0x039 instruction = 0xEA0 (CLA CMA), rA = 0xFFF, rL = 0
Time 3357: PC=0x03A instruction = 0x228 (TAD), rA = 0x024, rL = 1
Time 3359: PC=0x03B instruction = 0x628 (DCA), rA = 0x000, rL = 1
Time 3362: PC=0x03C instruction = 0x328 (TAD I), rA = 0x001, rL = 1
Time 3364: PC=0x03D instruction = 0x22A (TAD), rA = 0x031, rL = 1
Time 3365: PC=0x03E instruction = 0xC20 (IOT 4), rA = 0x031, rL = 1
Time 3366: PC=0x03F instruction = 0xE80 (CLA), rA = 0x000, rL = 1
Time 3368: PC=0x040 instruction = 0x228 (TAD), rA = 0x024, rL = 1
Time 3369: PC=0x041 instruction = 0xE21 (CMA IAC), rA = 0xFDC, rL = 1
Time 3371: PC=0x042 instruction = 0x227 (TAD), rA = 0xFFE, rL = 1
Time 3372: PC=0x043 instruction = 0xF20 (SZA), rA = 0xFFE, rL = 1
Time 3373: PC=0x044 instruction = 0xA39 (JMP), rA = 0xFFE, rL = 1
Time 3374: PC=0x039 instruction = 0xEA0 (CLA CMA), rA = 0xFFF, rL = 1
Time 3376: PC=0x03A instruction = 0x228 (TAD), rA = 0x023, rL = 0
Time 3378: PC=0x03B instruction = 0x628 (DCA), rA = 0x000, rL = 0
Time 3381: PC=0x03C instruction = 0x328 (TAD I), rA = 0x003, rL = 0
Time 3383: PC=0x03D instruction = 0x22A (TAD), rA = 0x033, rL = 0
Time 3384: PC=0x03E instruction = 0xC20 (IOT 4), rA = 0x033, rL = 0
Time 3385: PC=0x03F instruction = 0xE80 (CLA), rA = 0x000, rL = 0
Time 3387: PC=0x040 instruction = 0x228 (TAD), rA = 0x023, rL = 0
Time 3388: PC=0x041 instruction = 0xE21 (CMA IAC), rA = 0xFDD, rL = 0
Time 3390: PC=0x042 instruction = 0x227 (TAD), rA = 0xFFF, rL = 0
Time 3391: PC=0x043 instruction = 0xF20 (SZA), rA = 0xFFF, rL = 0
Time 3392: PC=0x044 instruction = 0xA39 (JMP), rA = 0xFFF, rL = 0
Time 3393: PC=0x039 instruction = 0xEA0 (CLA CMA), rA = 0xFFF, rL = 0
Time 3395: PC=0x03A instruction = 0x228 (TAD), rA = 0x022, rL = 1
Time 3397: PC=0x03B instruction = 0x628 (DCA), rA = 0x000, rL = 1
Time 3400: PC=0x03C instruction = 0x328 (TAD I), rA = 0x001, rL = 1
Time 3402: PC=0x03D instruction = 0x22A (TAD), rA = 0x031, rL = 1
Time 3403: PC=0x03E instruction = 0xC20 (IOT 4), rA = 0x031, rL = 1
Time 3404: PC=0x03F instruction = 0xE80 (CLA), rA = 0x000, rL = 1
Time 3406: PC=0x040 instruction = 0x228 (TAD), rA = 0x022, rL = 1
Time 3407: PC=0x041 instruction = 0xE21 (CMA IAC), rA = 0xFDE, rL = 1
Time 3409: PC=0x042 instruction = 0x227 (TAD), rA = 0x000, rL = 0
Time 3410: PC=0x043 instruction = 0xF20 (SZA), rA = 0x000, rL = 0
Time 3412: PC=0x045 instruction = 0xB2C (JMP I), rA = 0x000, rL = 0
Time 3413: PC=0x09C instruction = 0xEC0 (CLA CLL), rA = 0x000, rL = 0
Time 3415: PC=0x09D instruction = 0x280 (TAD), rA = 0x2FC, rL = 0
Time 3418: PC=0x09E instruction = 0x382 (TAD I), rA = 0x37F, rL = 0
Time 3420: PC=0x09F instruction = 0x482 (ISZ), rA = 0x37F, rL = 0
Time 3421: PC=0x0A0 instruction = 0xF18 (SNL RSS), rA = 0x37F, rL = 0
Time 3422: PC=0x0A2 instruction = 0xF48 (SMA RSS), rA = 0x37F, rL = 0
Time 3424: PC=0x0A4 instruction = 0x680 (DCA), rA = 0x000, rL = 0
Time 3426: PC=0x0A5 instruction = 0x481 (ISZ), rA = 0x000, rL = 0
Time 3427: PC=0x0A6 instruction = 0xAA8 (JMP), rA = 0x000, rL = 0
Time 3428: PC=0x0A8 instruction = 0xE80 (CLA), rA = 0x000, rL = 0
Time 3430: PC=0x0A9 instruction = 0x200 (TAD), rA = 0x0EC, rL = 0
Time 3432: PC=0x0AA instruction = 0x819 (JMS), rA = 0x0EC, rL = 0
Time 3434: PC=0x01A instruction = 0x618 (DCA), rA = 0x000, rL = 0
Time 3437: PC=0x01B instruction = 0x318 (TAD I), rA = 0x020, rL = 0
Time 3438: PC=0x01C instruction = 0xF28 (SZA RSS), rA = 0x020, rL = 0
Time 3439: PC=0x01E instruction = 0xC20 (IOT 4), rA = 0x020, rL = 0
Time 3441: PC=0x01F instruction = 0x418 (ISZ), rA = 0x020, rL = 0
Time 3442: PC=0x020 instruction = 0xE80 (CLA), rA = 0x000, rL = 0
Time 3443: PC=0x021 instruction = 0xA1B (JMP), rA = 0x000, rL = 0
Time 3446: PC=0x01B instruction = 0x318 (TAD I), rA = 0x02B, rL = 0
Time 3447: PC=0x01C instruction = 0xF28 (SZA RSS), rA = 0x02B, rL = 0
Time 3448: PC=0x01E instruction = 0xC20 (IOT 4), rA = 0x02B, rL = 0
Time 3450: PC=0x01F instruction = 0x418 (ISZ), rA = 0x02B, rL = 0
Time 3451: PC=0x020 instruction = 0xE80 (CLA), rA = 0x000, rL = 0
Time 3452: PC=0x021 instruction = 0xA1B (JMP), rA = 0x000, rL = 0
Time 3455: PC=0x01B instruction = 0x318 (TAD I), rA = 0x020, rL = 0
Time 3456: PC=0x01C instruction = 0xF28 (SZA RSS), rA = 0x020, rL = 0
Time 3457: PC=0x01E instruction = 0xC20 (IOT 4), rA = 0x020, rL = 0
Time 3459: PC=0x01F instruction = 0x418 (ISZ), rA = 0x020, rL = 0
Time 3460: PC=0x020 instruction = 0xE80 (CLA), rA = 0x000, rL = 0
Time 3461: PC=0x021 instruction = 0xA1B (JMP), rA = 0x000, rL = 0
Time 3464: PC=0x01B instruction = 0x318 (TAD I), rA = 0x000, rL = 0
Time 3465: PC=0x01C instruction = 0xF28 (SZA RSS), rA = 0x000, rL = 0
Time 3467: PC=0x01D instruction = 0xB19 (JMP I), rA = 0x000, rL = 0
Time 3468: PC=0x0AB instruction = 0xA99 (JMP), rA = 0x000, rL = 0
Time 3469: PC=0x099 instruction = 0xEC0 (CLA CLL), rA = 0x000, rL = 0
Time 3472: PC=0x09A instruction = 0x382 (TAD I), rA = 0x064, rL = 0
Time 3474: PC=0x09B instruction = 0x82C (JMS), rA = 0x064, rL = 0
Time 3476: PC=0x02D instruction = 0x629 (DCA), rA = 0x000, rL = 0
Time 3478: PC=0x02E instruction = 0x22B (TAD), rA = 0x00A, rL = 0
Time 3480: PC=0x02F instruction = 0x606 (DCA), rA = 0x000, rL = 0
Time 3482: PC=0x030 instruction = 0x229 (TAD), rA = 0x064, rL = 0
Time 3484: PC=0x031 instruction = 0x807 (JMS), rA = 0x064, rL = 0
Time 3486: PC=0x008 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 3488: PC=0x009 instruction = 0x604 (DCA), rA = 0x000, rL = 0
Time 3490: PC=0x00A instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 3491: PC=0x00B instruction = 0xFA8 (SZA RSS CLA), rA = 0x000, rL = 0
Time 3493: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 3494: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 3496: PC=0x00F instruction = 0x205 (TAD), rA = 0x05A, rL = 1
Time 3497: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x05A, rL = 1
Time 3499: PC=0x012 instruction = 0x404 (ISZ), rA = 0x05A, rL = 1
Time 3501: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 3502: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 3504: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 3505: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 3507: PC=0x00F instruction = 0x205 (TAD), rA = 0x050, rL = 0
Time 3508: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x050, rL = 0
Time 3510: PC=0x012 instruction = 0x404 (ISZ), rA = 0x050, rL = 0
Time 3512: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 3513: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 3515: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 3516: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 3518: PC=0x00F instruction = 0x205 (TAD), rA = 0x046, rL = 1
Time 3519: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x046, rL = 1
Time 3521: PC=0x012 instruction = 0x404 (ISZ), rA = 0x046, rL = 1
Time 3523: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 3524: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 3526: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 3527: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 3529: PC=0x00F instruction = 0x205 (TAD), rA = 0x03C, rL = 0
Time 3530: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x03C, rL = 0
Time 3532: PC=0x012 instruction = 0x404 (ISZ), rA = 0x03C, rL = 0
Time 3534: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 3535: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 3537: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 3538: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 3540: PC=0x00F instruction = 0x205 (TAD), rA = 0x032, rL = 1
Time 3541: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x032, rL = 1
Time 3543: PC=0x012 instruction = 0x404 (ISZ), rA = 0x032, rL = 1
Time 3545: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 3546: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 3548: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 3549: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 3551: PC=0x00F instruction = 0x205 (TAD), rA = 0x028, rL = 0
Time 3552: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x028, rL = 0
Time 3554: PC=0x012 instruction = 0x404 (ISZ), rA = 0x028, rL = 0
Time 3556: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 3557: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 3559: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 3560: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 3562: PC=0x00F instruction = 0x205 (TAD), rA = 0x01E, rL = 1
Time 3563: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x01E, rL = 1
Time 3565: PC=0x012 instruction = 0x404 (ISZ), rA = 0x01E, rL = 1
Time 3567: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 3568: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 3570: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 3571: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 3573: PC=0x00F instruction = 0x205 (TAD), rA = 0x014, rL = 0
Time 3574: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x014, rL = 0
Time 3576: PC=0x012 instruction = 0x404 (ISZ), rA = 0x014, rL = 0
Time 3578: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
